DutyID;Paid time or cost of duty;Trips;Car travels
23;403;"57, 58, 59, 60, 96, 14, 15, 16, 17, ";"1, 59, 18, "
24;436;"57, 58, 59, 60, 96, 14, 15, 16, 17, 18, ";"1, 59, 21, "
25;437;"57, 58, 59, 60, 96, 14, 15, 16, 17, 18, 19, ";"1, 59, 24, "
26;463;"57, 58, 59, 60, 96, 14, 15, 16, 17, 18, 19, 20, ";"1, 59, 27, "
27;496;"57, 58, 59, 60, 96, 14, 15, 16, 17, 18, 19, 20, 21, ";"1, 59, 54, "
28;497;"57, 58, 59, 60, 96, 14, 15, 16, 17, 18, 19, 20, 21, 22, ";"1, 59, 57, "
29;376;"57, 58, 59, 60, 96, 15, ";"1, 86, 12, "
30;377;"57, 58, 59, 60, 96, 15, 16, ";"1, 86, 15, "
31;403;"57, 58, 59, 60, 96, 15, 16, 17, ";"1, 86, 18, "
32;436;"57, 58, 59, 60, 96, 15, 16, 17, 18, ";"1, 86, 21, "
33;437;"57, 58, 59, 60, 96, 15, 16, 17, 18, 19, ";"1, 86, 24, "
34;463;"57, 58, 59, 60, 96, 15, 16, 17, 18, 19, 20, ";"1, 86, 27, "
35;496;"57, 58, 59, 60, 96, 15, 16, 17, 18, 19, 20, 21, ";"1, 86, 54, "
36;497;"57, 58, 59, 60, 96, 15, 16, 17, 18, 19, 20, 21, 22, ";"1, 86, 57, "
37;523;"57, 58, 59, 60, 96, 15, 16, 17, 18, 19, 20, 21, 22, 23, ";"1, 86, 111, "
38;377;"57, 58, 59, 60, 96, 16, ";"1, 113, 15, "
39;403;"57, 58, 59, 60, 96, 16, 17, ";"1, 113, 18, "
40;436;"57, 58, 59, 60, 96, 16, 17, 18, ";"1, 113, 21, "
41;437;"57, 58, 59, 60, 96, 16, 17, 18, 19, ";"1, 113, 24, "
42;463;"57, 58, 59, 60, 96, 16, 17, 18, 19, 20, ";"1, 113, 27, "
43;496;"57, 58, 59, 60, 96, 16, 17, 18, 19, 20, 21, ";"1, 113, 54, "
44;497;"57, 58, 59, 60, 96, 16, 17, 18, 19, 20, 21, 22, ";"1, 113, 57, "
45;523;"57, 58, 59, 60, 96, 16, 17, 18, 19, 20, 21, 22, 23, ";"1, 113, 111, "
48;403;"57, 58, 59, 60, 96, 17, ";"1, 137, 18, "
49;436;"57, 58, 59, 60, 96, 17, 18, ";"1, 137, 21, "
50;437;"57, 58, 59, 60, 96, 17, 18, 19, ";"1, 137, 24, "
51;463;"57, 58, 59, 60, 96, 17, 18, 19, 20, ";"1, 137, 27, "
52;496;"57, 58, 59, 60, 96, 17, 18, 19, 20, 21, ";"1, 137, 54, "
53;497;"57, 58, 59, 60, 96, 17, 18, 19, 20, 21, 22, ";"1, 137, 57, "
54;523;"57, 58, 59, 60, 96, 17, 18, 19, 20, 21, 22, 23, ";"1, 137, 111, "
57;436;"57, 58, 59, 60, 96, 18, ";"1, 158, 21, "
58;437;"57, 58, 59, 60, 96, 18, 19, ";"1, 158, 24, "
59;463;"57, 58, 59, 60, 96, 18, 19, 20, ";"1, 158, 27, "
60;496;"57, 58, 59, 60, 96, 18, 19, 20, 21, ";"1, 158, 54, "
61;497;"57, 58, 59, 60, 96, 18, 19, 20, 21, 22, ";"1, 158, 57, "
62;523;"57, 58, 59, 60, 96, 18, 19, 20, 21, 22, 23, ";"1, 158, 111, "
66;437;"57, 58, 59, 60, 96, 19, ";"1, 176, 24, "
67;463;"57, 58, 59, 60, 96, 19, 20, ";"1, 176, 27, "
68;496;"57, 58, 59, 60, 96, 19, 20, 21, ";"1, 176, 54, "
69;497;"57, 58, 59, 60, 96, 19, 20, 21, 22, ";"1, 176, 57, "
70;523;"57, 58, 59, 60, 96, 19, 20, 21, 22, 23, ";"1, 176, 111, "
74;463;"57, 58, 59, 60, 96, 20, ";"1, 191, 27, "
75;336;"57, 58, 59, 60, 96, 69, ";"1, 194, 195, "
76;336;"57, 58, 59, 60, 96, 69, 70, ";"1, 194, 198, "
77;346;"57, 58, 59, 60, 96, 69, 70, 71, ";"1, 194, 201, "
78;347;"57, 58, 59, 60, 96, 69, 70, 71, 72, ";"1, 194, 204, "
79;373;"57, 58, 59, 60, 96, 69, 70, 71, 72, 73, ";"1, 194, 207, "
80;406;"57, 58, 59, 60, 96, 69, 70, 71, 72, 73, 74, ";"1, 194, 210, "
81;407;"57, 58, 59, 60, 96, 69, 70, 71, 72, 73, 74, 75, ";"1, 194, 213, "
82;433;"57, 58, 59, 60, 96, 69, 70, 71, 72, 73, 74, 75, 76, ";"1, 194, 216, "
83;466;"57, 58, 59, 60, 96, 69, 70, 71, 72, 73, 74, 75, 76, 77, ";"1, 194, 219, "
84;467;"57, 58, 59, 60, 96, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, ";"1, 194, 222, "
85;336;"57, 58, 59, 60, 96, 70, ";"1, 224, 198, "
86;346;"57, 58, 59, 60, 96, 70, 71, ";"1, 224, 201, "
87;347;"57, 58, 59, 60, 96, 70, 71, 72, ";"1, 224, 204, "
88;373;"57, 58, 59, 60, 96, 70, 71, 72, 73, ";"1, 224, 207, "
89;406;"57, 58, 59, 60, 96, 70, 71, 72, 73, 74, ";"1, 224, 210, "
90;407;"57, 58, 59, 60, 96, 70, 71, 72, 73, 74, 75, ";"1, 224, 213, "
91;433;"57, 58, 59, 60, 96, 70, 71, 72, 73, 74, 75, 76, ";"1, 224, 216, "
92;466;"57, 58, 59, 60, 96, 70, 71, 72, 73, 74, 75, 76, 77, ";"1, 224, 219, "
93;467;"57, 58, 59, 60, 96, 70, 71, 72, 73, 74, 75, 76, 77, 78, ";"1, 224, 222, "
94;346;"57, 58, 59, 60, 96, 71, ";"1, 251, 201, "
95;347;"57, 58, 59, 60, 96, 71, 72, ";"1, 251, 204, "
96;373;"57, 58, 59, 60, 96, 71, 72, 73, ";"1, 251, 207, "
97;406;"57, 58, 59, 60, 96, 71, 72, 73, 74, ";"1, 251, 210, "
98;407;"57, 58, 59, 60, 96, 71, 72, 73, 74, 75, ";"1, 251, 213, "
99;433;"57, 58, 59, 60, 96, 71, 72, 73, 74, 75, 76, ";"1, 251, 216, "
100;466;"57, 58, 59, 60, 96, 71, 72, 73, 74, 75, 76, 77, ";"1, 251, 219, "
101;467;"57, 58, 59, 60, 96, 71, 72, 73, 74, 75, 76, 77, 78, ";"1, 251, 222, "
102;493;"57, 58, 59, 60, 96, 71, 72, 73, 74, 75, 76, 77, 78, 79, ";"1, 251, 276, "
103;347;"57, 58, 59, 60, 96, 72, ";"1, 278, 204, "
104;373;"57, 58, 59, 60, 96, 72, 73, ";"1, 278, 207, "
105;406;"57, 58, 59, 60, 96, 72, 73, 74, ";"1, 278, 210, "
106;407;"57, 58, 59, 60, 96, 72, 73, 74, 75, ";"1, 278, 213, "
107;433;"57, 58, 59, 60, 96, 72, 73, 74, 75, 76, ";"1, 278, 216, "
108;466;"57, 58, 59, 60, 96, 72, 73, 74, 75, 76, 77, ";"1, 278, 219, "
109;467;"57, 58, 59, 60, 96, 72, 73, 74, 75, 76, 77, 78, ";"1, 278, 222, "
110;493;"57, 58, 59, 60, 96, 72, 73, 74, 75, 76, 77, 78, 79, ";"1, 278, 276, "
111;526;"57, 58, 59, 60, 96, 72, 73, 74, 75, 76, 77, 78, 79, 80, ";"1, 278, 303, "
112;527;"57, 58, 59, 60, 96, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, ";"1, 278, 306, "
113;373;"57, 58, 59, 60, 96, 73, ";"1, 308, 207, "
114;406;"57, 58, 59, 60, 96, 73, 74, ";"1, 308, 210, "
115;407;"57, 58, 59, 60, 96, 73, 74, 75, ";"1, 308, 213, "
116;433;"57, 58, 59, 60, 96, 73, 74, 75, 76, ";"1, 308, 216, "
117;466;"57, 58, 59, 60, 96, 73, 74, 75, 76, 77, ";"1, 308, 219, "
118;467;"57, 58, 59, 60, 96, 73, 74, 75, 76, 77, 78, ";"1, 308, 222, "
119;493;"57, 58, 59, 60, 96, 73, 74, 75, 76, 77, 78, 79, ";"1, 308, 276, "
120;526;"57, 58, 59, 60, 96, 73, 74, 75, 76, 77, 78, 79, 80, ";"1, 308, 303, "
121;527;"57, 58, 59, 60, 96, 73, 74, 75, 76, 77, 78, 79, 80, 81, ";"1, 308, 306, "
122;406;"57, 58, 59, 60, 96, 74, ";"1, 335, 210, "
123;407;"57, 58, 59, 60, 96, 74, 75, ";"1, 335, 213, "
124;433;"57, 58, 59, 60, 96, 74, 75, 76, ";"1, 335, 216, "
125;466;"57, 58, 59, 60, 96, 74, 75, 76, 77, ";"1, 335, 219, "
126;467;"57, 58, 59, 60, 96, 74, 75, 76, 77, 78, ";"1, 335, 222, "
127;493;"57, 58, 59, 60, 96, 74, 75, 76, 77, 78, 79, ";"1, 335, 276, "
128;526;"57, 58, 59, 60, 96, 74, 75, 76, 77, 78, 79, 80, ";"1, 335, 303, "
129;527;"57, 58, 59, 60, 96, 74, 75, 76, 77, 78, 79, 80, 81, ";"1, 335, 306, "
130;553;"57, 58, 59, 60, 96, 74, 75, 76, 77, 78, 79, 80, 81, 82, ";"1, 335, 360, "
131;407;"57, 58, 59, 60, 96, 75, ";"1, 362, 213, "
132;433;"57, 58, 59, 60, 96, 75, 76, ";"1, 362, 216, "
133;466;"57, 58, 59, 60, 96, 75, 76, 77, ";"1, 362, 219, "
134;467;"57, 58, 59, 60, 96, 75, 76, 77, 78, ";"1, 362, 222, "
135;493;"57, 58, 59, 60, 96, 75, 76, 77, 78, 79, ";"1, 362, 276, "
136;526;"57, 58, 59, 60, 96, 75, 76, 77, 78, 79, 80, ";"1, 362, 303, "
137;527;"57, 58, 59, 60, 96, 75, 76, 77, 78, 79, 80, 81, ";"1, 362, 306, "
138;553;"57, 58, 59, 60, 96, 75, 76, 77, 78, 79, 80, 81, 82, ";"1, 362, 360, "
139;433;"57, 58, 59, 60, 96, 76, ";"1, 386, 216, "
140;493;"57, 58, 59, 60, 96, 76, 77, 78, 79, ";"1, 386, 276, "
141;526;"57, 58, 59, 60, 96, 76, 77, 78, 79, 80, ";"1, 386, 303, "
142;527;"57, 58, 59, 60, 96, 76, 77, 78, 79, 80, 81, ";"1, 386, 306, "
143;553;"57, 58, 59, 60, 96, 76, 77, 78, 79, 80, 81, 82, ";"1, 386, 360, "
144;493;"57, 58, 59, 60, 96, 77, 78, 79, ";"1, 401, 276, "
145;526;"57, 58, 59, 60, 96, 77, 78, 79, 80, ";"1, 401, 303, "
146;527;"57, 58, 59, 60, 96, 77, 78, 79, 80, 81, ";"1, 401, 306, "
147;553;"57, 58, 59, 60, 96, 77, 78, 79, 80, 81, 82, ";"1, 401, 360, "
148;493;"57, 58, 59, 60, 96, 78, 79, ";"1, 413, 276, "
149;526;"57, 58, 59, 60, 96, 78, 79, 80, ";"1, 413, 303, "
150;527;"57, 58, 59, 60, 96, 78, 79, 80, 81, ";"1, 413, 306, "
151;553;"57, 58, 59, 60, 96, 78, 79, 80, 81, 82, ";"1, 413, 360, "
152;347;"57, 58, 59, 60, 96, 12, 72, ";"1, 2, 204, "
153;373;"57, 58, 59, 60, 96, 12, 72, 73, ";"1, 2, 207, "
154;406;"57, 58, 59, 60, 96, 12, 72, 73, 74, ";"1, 2, 210, "
155;407;"57, 58, 59, 60, 96, 12, 72, 73, 74, 75, ";"1, 2, 213, "
156;433;"57, 58, 59, 60, 96, 12, 72, 73, 74, 75, 76, ";"1, 2, 216, "
157;466;"57, 58, 59, 60, 96, 12, 72, 73, 74, 75, 76, 77, ";"1, 2, 219, "
158;467;"57, 58, 59, 60, 96, 12, 72, 73, 74, 75, 76, 77, 78, ";"1, 2, 222, "
159;406;"57, 58, 59, 60, 96, 12, 74, ";"1, 2, 210, "
160;407;"57, 58, 59, 60, 96, 12, 74, 75, ";"1, 2, 213, "
161;433;"57, 58, 59, 60, 96, 12, 74, 75, 76, ";"1, 2, 216, "
162;466;"57, 58, 59, 60, 96, 12, 74, 75, 76, 77, ";"1, 2, 219, "
163;467;"57, 58, 59, 60, 96, 12, 74, 75, 76, 77, 78, ";"1, 2, 222, "
164;407;"57, 58, 59, 60, 96, 12, 75, ";"1, 2, 213, "
165;433;"57, 58, 59, 60, 96, 12, 75, 76, ";"1, 2, 216, "
166;466;"57, 58, 59, 60, 96, 12, 75, 76, 77, ";"1, 2, 219, "
167;467;"57, 58, 59, 60, 96, 12, 75, 76, 77, 78, ";"1, 2, 222, "
168;373;"57, 58, 59, 60, 96, 12, 13, 73, ";"1, 2, 207, "
169;406;"57, 58, 59, 60, 96, 12, 13, 73, 74, ";"1, 2, 210, "
170;407;"57, 58, 59, 60, 96, 12, 13, 73, 74, 75, ";"1, 2, 213, "
171;433;"57, 58, 59, 60, 96, 12, 13, 73, 74, 75, 76, ";"1, 2, 216, "
172;466;"57, 58, 59, 60, 96, 12, 13, 73, 74, 75, 76, 77, ";"1, 2, 219, "
173;467;"57, 58, 59, 60, 96, 12, 13, 73, 74, 75, 76, 77, 78, ";"1, 2, 222, "
174;347;"57, 58, 59, 60, 96, 12, 13, 14, 72, ";"1, 2, 204, "
175;373;"57, 58, 59, 60, 96, 12, 13, 14, 72, 73, ";"1, 2, 207, "
176;406;"57, 58, 59, 60, 96, 12, 13, 14, 72, 73, 74, ";"1, 2, 210, "
177;407;"57, 58, 59, 60, 96, 12, 13, 14, 72, 73, 74, 75, ";"1, 2, 213, "
178;433;"57, 58, 59, 60, 96, 12, 13, 14, 72, 73, 74, 75, 76, ";"1, 2, 216, "
179;466;"57, 58, 59, 60, 96, 12, 13, 14, 72, 73, 74, 75, 76, 77, ";"1, 2, 219, "
180;467;"57, 58, 59, 60, 96, 12, 13, 14, 72, 73, 74, 75, 76, 77, 78, ";"1, 2, 222, "
181;406;"57, 58, 59, 60, 96, 12, 13, 14, 74, ";"1, 2, 210, "
182;407;"57, 58, 59, 60, 96, 12, 13, 14, 74, 75, ";"1, 2, 213, "
183;433;"57, 58, 59, 60, 96, 12, 13, 14, 74, 75, 76, ";"1, 2, 216, "
184;466;"57, 58, 59, 60, 96, 12, 13, 14, 74, 75, 76, 77, ";"1, 2, 219, "
185;467;"57, 58, 59, 60, 96, 12, 13, 14, 74, 75, 76, 77, 78, ";"1, 2, 222, "
186;407;"57, 58, 59, 60, 96, 12, 13, 14, 75, ";"1, 2, 213, "
187;433;"57, 58, 59, 60, 96, 12, 13, 14, 75, 76, ";"1, 2, 216, "
188;466;"57, 58, 59, 60, 96, 12, 13, 14, 75, 76, 77, ";"1, 2, 219, "
189;467;"57, 58, 59, 60, 96, 12, 13, 14, 75, 76, 77, 78, ";"1, 2, 222, "
190;407;"57, 58, 59, 60, 96, 12, 13, 14, 15, 75, ";"1, 2, 213, "
191;433;"57, 58, 59, 60, 96, 12, 13, 14, 15, 75, 76, ";"1, 2, 216, "
192;466;"57, 58, 59, 60, 96, 12, 13, 14, 15, 75, 76, 77, ";"1, 2, 219, "
193;467;"57, 58, 59, 60, 96, 12, 13, 14, 15, 75, 76, 77, 78, ";"1, 2, 222, "
194;466;"57, 58, 59, 60, 96, 12, 13, 14, 15, 77, ";"1, 2, 219, "
195;467;"57, 58, 59, 60, 96, 12, 13, 14, 15, 77, 78, ";"1, 2, 222, "
196;467;"57, 58, 59, 60, 96, 12, 13, 14, 15, 78, ";"1, 2, 222, "
197;433;"57, 58, 59, 60, 96, 12, 13, 14, 15, 16, 76, ";"1, 2, 216, "
198;466;"57, 58, 59, 60, 96, 12, 13, 14, 15, 16, 76, 77, ";"1, 2, 219, "
199;467;"57, 58, 59, 60, 96, 12, 13, 14, 15, 16, 76, 77, 78, ";"1, 2, 222, "
200;407;"57, 58, 59, 60, 96, 12, 13, 14, 15, 16, 17, 75, ";"1, 2, 213, "
201;433;"57, 58, 59, 60, 96, 12, 13, 14, 15, 16, 17, 75, 76, ";"1, 2, 216, "
202;466;"57, 58, 59, 60, 96, 12, 13, 14, 15, 16, 17, 75, 76, 77, ";"1, 2, 219, "
203;467;"57, 58, 59, 60, 96, 12, 13, 14, 15, 16, 17, 75, 76, 77, 78, ";"1, 2, 222, "
204;466;"57, 58, 59, 60, 96, 12, 13, 14, 15, 16, 17, 77, ";"1, 2, 219, "
205;467;"57, 58, 59, 60, 96, 12, 13, 14, 15, 16, 17, 77, 78, ";"1, 2, 222, "
206;467;"57, 58, 59, 60, 96, 12, 13, 14, 15, 16, 17, 78, ";"1, 2, 222, "
207;467;"57, 58, 59, 60, 96, 12, 13, 14, 15, 16, 17, 18, 78, ";"1, 2, 222, "
208;467;"57, 58, 59, 60, 96, 12, 13, 14, 15, 16, 17, 18, 19, 20, 78, ";"1, 2, 222, "
209;373;"57, 58, 59, 60, 96, 13, 73, ";"1, 29, 207, "
210;406;"57, 58, 59, 60, 96, 13, 73, 74, ";"1, 29, 210, "
211;407;"57, 58, 59, 60, 96, 13, 73, 74, 75, ";"1, 29, 213, "
212;433;"57, 58, 59, 60, 96, 13, 73, 74, 75, 76, ";"1, 29, 216, "
213;466;"57, 58, 59, 60, 96, 13, 73, 74, 75, 76, 77, ";"1, 29, 219, "
214;467;"57, 58, 59, 60, 96, 13, 73, 74, 75, 76, 77, 78, ";"1, 29, 222, "
215;493;"57, 58, 59, 60, 96, 13, 73, 74, 75, 76, 77, 78, 79, ";"1, 29, 276, "
216;347;"57, 58, 59, 60, 96, 13, 14, 72, ";"1, 29, 204, "
217;373;"57, 58, 59, 60, 96, 13, 14, 72, 73, ";"1, 29, 207, "
218;406;"57, 58, 59, 60, 96, 13, 14, 72, 73, 74, ";"1, 29, 210, "
219;407;"57, 58, 59, 60, 96, 13, 14, 72, 73, 74, 75, ";"1, 29, 213, "
220;433;"57, 58, 59, 60, 96, 13, 14, 72, 73, 74, 75, 76, ";"1, 29, 216, "
221;466;"57, 58, 59, 60, 96, 13, 14, 72, 73, 74, 75, 76, 77, ";"1, 29, 219, "
222;467;"57, 58, 59, 60, 96, 13, 14, 72, 73, 74, 75, 76, 77, 78, ";"1, 29, 222, "
223;493;"57, 58, 59, 60, 96, 13, 14, 72, 73, 74, 75, 76, 77, 78, 79, ";"1, 29, 276, "
224;406;"57, 58, 59, 60, 96, 13, 14, 74, ";"1, 29, 210, "
225;407;"57, 58, 59, 60, 96, 13, 14, 74, 75, ";"1, 29, 213, "
226;433;"57, 58, 59, 60, 96, 13, 14, 74, 75, 76, ";"1, 29, 216, "
227;466;"57, 58, 59, 60, 96, 13, 14, 74, 75, 76, 77, ";"1, 29, 219, "
228;467;"57, 58, 59, 60, 96, 13, 14, 74, 75, 76, 77, 78, ";"1, 29, 222, "
229;493;"57, 58, 59, 60, 96, 13, 14, 74, 75, 76, 77, 78, 79, ";"1, 29, 276, "
230;407;"57, 58, 59, 60, 96, 13, 14, 75, ";"1, 29, 213, "
231;433;"57, 58, 59, 60, 96, 13, 14, 75, 76, ";"1, 29, 216, "
232;466;"57, 58, 59, 60, 96, 13, 14, 75, 76, 77, ";"1, 29, 219, "
233;467;"57, 58, 59, 60, 96, 13, 14, 75, 76, 77, 78, ";"1, 29, 222, "
234;493;"57, 58, 59, 60, 96, 13, 14, 75, 76, 77, 78, 79, ";"1, 29, 276, "
235;493;"57, 58, 59, 60, 96, 13, 14, 77, 78, 79, ";"1, 29, 276, "
236;493;"57, 58, 59, 60, 96, 13, 14, 78, 79, ";"1, 29, 276, "
237;407;"57, 58, 59, 60, 96, 13, 14, 15, 75, ";"1, 29, 213, "
238;433;"57, 58, 59, 60, 96, 13, 14, 15, 75, 76, ";"1, 29, 216, "
239;466;"57, 58, 59, 60, 96, 13, 14, 15, 75, 76, 77, ";"1, 29, 219, "
240;467;"57, 58, 59, 60, 96, 13, 14, 15, 75, 76, 77, 78, ";"1, 29, 222, "
241;493;"57, 58, 59, 60, 96, 13, 14, 15, 75, 76, 77, 78, 79, ";"1, 29, 276, "
242;466;"57, 58, 59, 60, 96, 13, 14, 15, 77, ";"1, 29, 219, "
243;467;"57, 58, 59, 60, 96, 13, 14, 15, 77, 78, ";"1, 29, 222, "
244;493;"57, 58, 59, 60, 96, 13, 14, 15, 77, 78, 79, ";"1, 29, 276, "
245;467;"57, 58, 59, 60, 96, 13, 14, 15, 78, ";"1, 29, 222, "
246;493;"57, 58, 59, 60, 96, 13, 14, 15, 78, 79, ";"1, 29, 276, "
247;433;"57, 58, 59, 60, 96, 13, 14, 15, 16, 76, ";"1, 29, 216, "
248;466;"57, 58, 59, 60, 96, 13, 14, 15, 16, 76, 77, ";"1, 29, 219, "
249;467;"57, 58, 59, 60, 96, 13, 14, 15, 16, 76, 77, 78, ";"1, 29, 222, "
250;493;"57, 58, 59, 60, 96, 13, 14, 15, 16, 76, 77, 78, 79, ";"1, 29, 276, "
251;407;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 75, ";"1, 29, 213, "
252;433;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 75, 76, ";"1, 29, 216, "
253;466;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 75, 76, 77, ";"1, 29, 219, "
254;467;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 75, 76, 77, 78, ";"1, 29, 222, "
255;493;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 75, 76, 77, 78, 79, ";"1, 29, 276, "
256;466;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 77, ";"1, 29, 219, "
257;467;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 77, 78, ";"1, 29, 222, "
258;493;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 77, 78, 79, ";"1, 29, 276, "
259;467;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 78, ";"1, 29, 222, "
260;493;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 78, 79, ";"1, 29, 276, "
261;467;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 18, 78, ";"1, 29, 222, "
262;493;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 18, 78, 79, ";"1, 29, 276, "
263;493;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 18, 19, 79, ";"1, 29, 276, "
264;467;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 18, 19, 20, 78, ";"1, 29, 222, "
265;493;"57, 58, 59, 60, 96, 13, 14, 15, 16, 17, 18, 19, 20, 78, 79, ";"1, 29, 276, "
266;347;"57, 58, 59, 60, 96, 14, 72, ";"1, 59, 204, "
267;373;"57, 58, 59, 60, 96, 14, 72, 73, ";"1, 59, 207, "
268;406;"57, 58, 59, 60, 96, 14, 72, 73, 74, ";"1, 59, 210, "
269;407;"57, 58, 59, 60, 96, 14, 72, 73, 74, 75, ";"1, 59, 213, "
270;433;"57, 58, 59, 60, 96, 14, 72, 73, 74, 75, 76, ";"1, 59, 216, "
271;466;"57, 58, 59, 60, 96, 14, 72, 73, 74, 75, 76, 77, ";"1, 59, 219, "
272;467;"57, 58, 59, 60, 96, 14, 72, 73, 74, 75, 76, 77, 78, ";"1, 59, 222, "
273;493;"57, 58, 59, 60, 96, 14, 72, 73, 74, 75, 76, 77, 78, 79, ";"1, 59, 276, "
274;406;"57, 58, 59, 60, 96, 14, 74, ";"1, 59, 210, "
275;407;"57, 58, 59, 60, 96, 14, 74, 75, ";"1, 59, 213, "
276;433;"57, 58, 59, 60, 96, 14, 74, 75, 76, ";"1, 59, 216, "
277;466;"57, 58, 59, 60, 96, 14, 74, 75, 76, 77, ";"1, 59, 219, "
278;467;"57, 58, 59, 60, 96, 14, 74, 75, 76, 77, 78, ";"1, 59, 222, "
279;493;"57, 58, 59, 60, 96, 14, 74, 75, 76, 77, 78, 79, ";"1, 59, 276, "
280;407;"57, 58, 59, 60, 96, 14, 75, ";"1, 59, 213, "
281;433;"57, 58, 59, 60, 96, 14, 75, 76, ";"1, 59, 216, "
282;466;"57, 58, 59, 60, 96, 14, 75, 76, 77, ";"1, 59, 219, "
283;467;"57, 58, 59, 60, 96, 14, 75, 76, 77, 78, ";"1, 59, 222, "
284;493;"57, 58, 59, 60, 96, 14, 75, 76, 77, 78, 79, ";"1, 59, 276, "
285;493;"57, 58, 59, 60, 96, 14, 77, 78, 79, ";"1, 59, 276, "
286;493;"57, 58, 59, 60, 96, 14, 78, 79, ";"1, 59, 276, "
287;407;"57, 58, 59, 60, 96, 14, 15, 75, ";"1, 59, 213, "
288;433;"57, 58, 59, 60, 96, 14, 15, 75, 76, ";"1, 59, 216, "
289;466;"57, 58, 59, 60, 96, 14, 15, 75, 76, 77, ";"1, 59, 219, "
290;467;"57, 58, 59, 60, 96, 14, 15, 75, 76, 77, 78, ";"1, 59, 222, "
291;493;"57, 58, 59, 60, 96, 14, 15, 75, 76, 77, 78, 79, ";"1, 59, 276, "
292;466;"57, 58, 59, 60, 96, 14, 15, 77, ";"1, 59, 219, "
293;467;"57, 58, 59, 60, 96, 14, 15, 77, 78, ";"1, 59, 222, "
294;493;"57, 58, 59, 60, 96, 14, 15, 77, 78, 79, ";"1, 59, 276, "
295;467;"57, 58, 59, 60, 96, 14, 15, 78, ";"1, 59, 222, "
296;493;"57, 58, 59, 60, 96, 14, 15, 78, 79, ";"1, 59, 276, "
297;433;"57, 58, 59, 60, 96, 14, 15, 16, 76, ";"1, 59, 216, "
298;466;"57, 58, 59, 60, 96, 14, 15, 16, 76, 77, ";"1, 59, 219, "
299;467;"57, 58, 59, 60, 96, 14, 15, 16, 76, 77, 78, ";"1, 59, 222, "
300;493;"57, 58, 59, 60, 96, 14, 15, 16, 76, 77, 78, 79, ";"1, 59, 276, "
301;407;"57, 58, 59, 60, 96, 14, 15, 16, 17, 75, ";"1, 59, 213, "
