DutyID;Paid time or cost of duty;Trips;Car travels
187;258;"10, 18, ";"16, 286, 194, "
188;342;"10, 18, 19, ";"16, 286, 291, "
189;352;"10, 18, 19, 20, ";"16, 286, 295, "
190;260;"10, 9, 14, ";"16, 272, 236, "
191;347;"10, 9, 20, ";"16, 272, 303, 295, "
192;265;"10, 18, 14, ";"16, 286, "
193;268;"10, 13, ";"16, 317, 318, "
194;268;"10, 13, 14, ";"16, 317, "
195;344;"10, 9, 19, ";"16, 272, 236, 330, "
196;354;"10, 9, 19, 20, ";"16, 272, 236, 335, "
197;355;"10, 13, 14, 20, ";"16, 338, 339, 295, "
198;258;"10, 8, ";"53, "
199;258;"10, 8, 9, "
200;312;"10, 8, 14, "
201;312;"10, 8, 9, 14, ";"236, "
202;258;"10, 11, 9, ";"62, 272, "
203;260;"10, 11, 14, ";"62, 366, "
204;258;"10, 11, 18, ";"62, 286, 194, "
205;342;"10, 11, 18, 19, ";"62, 286, 291, "
206;352;"10, 11, 18, 19, 20, ";"62, 286, 295, "
207;337;"10, 11, 19, ";"62, 369, 291, "
208;260;"10, 11, 9, 14, ";"62, 272, 236, "
209;347;"10, 11, 9, 20, ";"62, 272, 303, 295, "
210;347;"10, 11, 14, 20, ";"62, 366, 339, 295, "
211;464;"10, 11, 14, 20, 21, ";"62, 366, 339, 389, "
212;265;"10, 11, 18, 14, ";"62, 286, "
213;268;"10, 11, 13, ";"62, 317, 318, "
214;268;"10, 11, 13, 14, ";"62, 317, "
215;354;"10, 11, 19, 20, ";"62, 369, 335, "
216;344;"10, 11, 9, 19, ";"62, 272, 236, 330, "
217;354;"10, 11, 9, 19, 20, ";"62, 272, 236, 335, "
218;258;"10, 11, 9, "
219;260;"10, 11, 9, 14, ";"236, "
220;347;"10, 11, 9, 20, ";"303, 295, "
221;344;"10, 11, 9, 19, ";"236, 330, "
222;354;"10, 11, 9, 19, 20, ";"236, 335, "
223;340;"10, 11, 12, 14, ";"65, 366, "
224;347;"10, 11, 12, 20, ";"65, 427, 295, "
225;464;"10, 11, 12, 20, 21, ";"65, 427, 389, "
226;347;"10, 11, 12, 14, 20, ";"65, 366, 339, 295, "
227;464;"10, 11, 12, 14, 20, 21, ";"65, 366, 339, 389, "
228;520;"10, 11, 12, 21, 22, ";"65, 689, 509, "
229;520;"10, 11, 12, 21, 22, 23, ";"65, 689, "
230;258;"11, 9, ";"68, 62, 272, "
231;260;"11, 14, ";"68, 62, 366, "
232;258;"11, 18, ";"68, 62, 286, 194, "
233;342;"11, 18, 19, ";"68, 62, 286, 291, "
234;352;"11, 18, 19, 20, ";"68, 62, 286, 295, "
235;337;"11, 19, ";"68, 62, 369, 291, "
236;260;"11, 9, 14, ";"68, 62, 272, 236, "
237;347;"11, 9, 20, ";"68, 62, 272, 303, 295, "
238;347;"11, 14, 20, ";"68, 62, 366, 339, 295, "
239;464;"11, 14, 20, 21, ";"68, 62, 366, 339, 389, "
240;265;"11, 18, 14, ";"68, 62, 286, "
241;268;"11, 13, ";"68, 62, 317, 318, "
242;268;"11, 13, 14, ";"68, 62, 317, "
243;354;"11, 19, 20, ";"68, 62, 369, 335, "
244;344;"11, 9, 19, ";"68, 62, 272, 236, 330, "
245;354;"11, 9, 19, 20, ";"68, 62, 272, 236, 335, "
246;258;"11, 9, ";"68, "
247;260;"11, 9, 14, ";"68, 236, "
248;347;"11, 9, 20, ";"68, 303, 295, "
249;344;"11, 9, 19, ";"68, 236, 330, "
250;354;"11, 9, 19, 20, ";"68, 236, 335, "
251;340;"11, 12, 14, ";"68, 65, 366, "
252;347;"11, 12, 20, ";"68, 65, 427, 295, "
253;464;"11, 12, 20, 21, ";"68, 65, 427, 389, "
254;347;"11, 12, 14, 20, ";"68, 65, 366, 339, 295, "
255;464;"11, 12, 14, 20, 21, ";"68, 65, 366, 339, 389, "
256;520;"11, 12, 21, 22, ";"68, 65, 689, 509, "
257;520;"11, 12, 21, 22, 23, ";"68, 65, 689, "
258;445;"12, 13, 21, 22, ";"169, 170, 689, 509, "
259;445;"12, 13, 21, 22, 23, ";"169, 170, 689, "
260;445;"12, 13, 14, 21, 22, ";"169, 689, 509, "
261;445;"12, 13, 14, 21, 22, 23, ";"169, 689, "
262;445;"12, 13, 14, 21, 22, ";"169, 811, 509, "
263;445;"12, 13, 14, 21, 22, 23, ";"169, 811, "
264;396;"12, 13, 14, 21, ";"169, 811, 817, "
265;353;"14, 21, 22, ";"366, 689, 509, "
266;353;"14, 21, 22, 23, ";"366, 689, "
267;329;"14, 21, 22, ";"366, 811, 509, "
268;329;"14, 21, 22, 23, ";"366, 811, "
269;280;"14, 21, ";"366, 811, 817, "
270;258;"15, 9, ";"20, 272, "
271;316;"15, 12, 13, ";"20, 169, 170, "
272;316;"15, 12, 13, 14, ";"20, 169, "
273;261;"15, 18, ";"20, 286, 194, "
274;346;"15, 18, 19, ";"20, 286, 291, "
275;356;"15, 18, 19, 20, ";"20, 286, 295, "
276;269;"15, 9, 14, ";"20, 272, 236, "
277;356;"15, 9, 20, ";"20, 272, 303, 295, "
278;269;"15, 18, 14, ";"20, 286, "
279;269;"15, 12, ";"20, 169, 228, "
280;276;"15, 13, ";"20, 317, 318, "
281;276;"15, 13, 14, ";"20, 317, "
282;353;"15, 9, 19, ";"20, 272, 236, 330, "
283;363;"15, 9, 19, 20, ";"20, 272, 236, 335, "
284;356;"15, 13, 14, 20, ";"20, 338, 339, 295, "
285;258;"15, 16, 9, ";"79, 272, "
286;269;"15, 16, 14, ";"79, 366, "
287;261;"15, 16, 18, ";"79, 286, 194, "
288;346;"15, 16, 18, 19, ";"79, 286, 291, "
289;356;"15, 16, 18, 19, 20, ";"79, 286, 295, "
290;346;"15, 16, 19, ";"79, 369, 291, "
291;269;"15, 16, 9, 14, ";"79, 272, 236, "
292;356;"15, 16, 9, 20, ";"79, 272, 303, 295, "
293;356;"15, 16, 14, 20, ";"79, 366, 339, 295, "
294;473;"15, 16, 14, 20, 21, ";"79, 366, 339, 389, "
295;269;"15, 16, 18, 14, ";"79, 286, "
296;276;"15, 16, 13, ";"79, 317, 318, "
297;276;"15, 16, 13, 14, ";"79, 317, "
298;363;"15, 16, 19, 20, ";"79, 369, 335, "
299;353;"15, 16, 9, 19, ";"79, 272, 236, 330, "
300;363;"15, 16, 9, 19, 20, ";"79, 272, 236, 335, "
301;356;"15, 16, 13, 14, 20, ";"79, 338, 339, 295, "
302;258;"15, 16, 9, "
303;269;"15, 16, 9, 14, ";"236, "
304;356;"15, 16, 9, 20, ";"303, 295, "
305;353;"15, 16, 9, 19, ";"236, 330, "
306;363;"15, 16, 9, 19, 20, ";"236, 335, "
307;341;"15, 16, 17, 14, ";"82, 366, "
308;346;"15, 16, 17, 19, ";"82, 369, 291, "
309;356;"15, 16, 17, 20, ";"82, 427, 295, "
310;473;"15, 16, 17, 20, 21, ";"82, 427, 389, "
311;356;"15, 16, 17, 14, 20, ";"82, 366, 339, 295, "
312;473;"15, 16, 17, 14, 20, 21, ";"82, 366, 339, 389, "
313;363;"15, 16, 17, 19, 20, ";"82, 369, 335, "
314;529;"15, 16, 17, 21, 22, ";"82, 689, 509, "
315;529;"15, 16, 17, 21, 22, 23, ";"82, 689, "
316;258;"16, 9, ";"85, 79, 272, "
317;269;"16, 14, ";"85, 79, 366, "
318;261;"16, 18, ";"85, 79, 286, 194, "
319;346;"16, 18, 19, ";"85, 79, 286, 291, "
320;356;"16, 18, 19, 20, ";"85, 79, 286, 295, "
321;346;"16, 19, ";"85, 79, 369, 291, "
322;269;"16, 9, 14, ";"85, 79, 272, 236, "
323;356;"16, 9, 20, ";"85, 79, 272, 303, 295, "
324;356;"16, 14, 20, ";"85, 79, 366, 339, 295, "
325;473;"16, 14, 20, 21, ";"85, 79, 366, 339, 389, "
326;269;"16, 18, 14, ";"85, 79, 286, "
327;276;"16, 13, ";"85, 79, 317, 318, "
328;276;"16, 13, 14, ";"85, 79, 317, "
329;363;"16, 19, 20, ";"85, 79, 369, 335, "
330;353;"16, 9, 19, ";"85, 79, 272, 236, 330, "
331;363;"16, 9, 19, 20, ";"85, 79, 272, 236, 335, "
332;356;"16, 13, 14, 20, ";"85, 79, 338, 339, 295, "
333;258;"16, 9, ";"85, "
334;269;"16, 9, 14, ";"85, 236, "
335;356;"16, 9, 20, ";"85, 303, 295, "
336;353;"16, 9, 19, ";"85, 236, 330, "
337;363;"16, 9, 19, 20, ";"85, 236, 335, "
338;341;"16, 17, 14, ";"85, 82, 366, "
339;346;"16, 17, 19, ";"85, 82, 369, 291, "
340;356;"16, 17, 20, ";"85, 82, 427, 295, "
341;473;"16, 17, 20, 21, ";"85, 82, 427, 389, "
342;356;"16, 17, 14, 20, ";"85, 82, 366, 339, 295, "
343;473;"16, 17, 14, 20, 21, ";"85, 82, 366, 339, 389, "
344;363;"16, 17, 19, 20, ";"85, 82, 369, 335, "
345;529;"16, 17, 21, 22, ";"85, 82, 689, 509, "
346;529;"16, 17, 21, 22, 23, ";"85, 82, 689, "
347;318;"17, 18, 20, ";"193, 194, 427, 295, "
348;396;"17, 18, 20, 21, ";"193, 194, 427, 389, "
349;452;"17, 18, 21, 22, ";"193, 194, 689, 509, "
350;452;"17, 18, 21, 22, 23, ";"193, 194, 689, "
351;394;"18, 19, 22, ";"286, 291, 1098, 509, "
352;394;"18, 19, 22, 23, ";"286, 291, 1098, "
353;394;"18, 19, 20, 22, ";"286, 295, 1098, 509, "
354;394;"18, 19, 20, 22, 23, ";"286, 295, 1098, "
355;258;"20, 22, ";"427, 295, 1098, 509, "
356;258;"20, 22, 23, ";"427, 295, 1098, "
357;333;"20, 21, 23, ";"427, 389, 1119, "
358;349;"5, 10, 9, ";"8, 6, 16, 272, "
359;395;"5, 10, 18, ";"8, 6, 16, 286, 194, "
360;480;"5, 10, 18, 19, ";"8, 6, 16, 286, 291, "
361;490;"5, 10, 18, 19, 20, ";"8, 6, 16, 286, 295, "
362;403;"5, 10, 9, 14, ";"8, 6, 16, 272, 236, "
363;490;"5, 10, 9, 20, ";"8, 6, 16, 272, 303, 295, "
364;403;"5, 10, 18, 14, ";"8, 6, 16, 286, "
365;410;"5, 10, 13, ";"8, 6, 16, 317, 318, "
366;410;"5, 10, 13, 14, ";"8, 6, 16, 317, "
367;487;"5, 10, 9, 19, ";"8, 6, 16, 272, 236, 330, "
368;497;"5, 10, 9, 19, 20, ";"8, 6, 16, 272, 236, 335, "
369;490;"5, 10, 13, 14, 20, ";"8, 6, 16, 338, 339, 295, "
370;323;"5, 10, 8, ";"8, 6, 53, "
371;325;"5, 10, 8, 9, ";"8, 6, "
372;403;"5, 10, 8, 14, ";"8, 6, "
373;403;"5, 10, 8, 9, 14, ";"8, 6, 236, "
374;344;"5, 15, 9, ";"8, 6, 20, 272, "
375;403;"5, 15, 12, 13, ";"8, 6, 20, 169, 170, "
376;403;"5, 15, 12, 13, 14, ";"8, 6, 20, 169, "
377;395;"5, 15, 18, ";"8, 6, 20, 286, 194, "
378;480;"5, 15, 18, 19, ";"8, 6, 20, 286, 291, "
379;490;"5, 15, 18, 19, 20, ";"8, 6, 20, 286, 295, "
380;403;"5, 15, 9, 14, ";"8, 6, 20, 272, 236, "
381;490;"5, 15, 9, 20, ";"8, 6, 20, 272, 303, 295, "
382;403;"5, 15, 18, 14, ";"8, 6, 20, 286, "
383;356;"5, 15, 12, ";"8, 6, 20, 169, 228, "
384;410;"5, 15, 13, ";"8, 6, 20, 317, 318, "
385;410;"5, 15, 13, 14, ";"8, 6, 20, 317, "
386;487;"5, 15, 9, 19, ";"8, 6, 20, 272, 236, 330, "
387;497;"5, 15, 9, 19, 20, ";"8, 6, 20, 272, 236, 335, "
388;490;"5, 15, 13, 14, 20, ";"8, 6, 20, 338, 339, 295, "
389;373;"5, 15, 16, 9, ";"8, 6, "
390;403;"5, 15, 16, 9, 14, ";"8, 6, 236, "
391;490;"5, 15, 16, 9, 20, ";"8, 6, 303, 295, "
392;487;"5, 15, 16, 9, 19, ";"8, 6, 236, 330, "
393;497;"5, 15, 16, 9, 19, 20, ";"8, 6, 236, 335, "
394;473;"8, 14, 21, 22, ";"197, 689, 509, "
395;473;"8, 14, 21, 22, 23, ";"197, 689, "
396;473;"8, 14, 21, 22, ";"197, 811, 509, "
397;473;"8, 14, 21, 22, 23, ";"197, 811, "
398;424;"8, 14, 21, ";"197, 811, 817, "
399;382;"9, 14, 21, 22, ";"272, 236, 689, 509, "
400;382;"9, 14, 21, 22, 23, ";"272, 236, 689, "
401;382;"9, 14, 21, 22, ";"272, 236, 811, 509, "
402;382;"9, 14, 21, 22, 23, ";"272, 236, 811, "
403;333;"9, 14, 21, ";"272, 236, 811, 817, "
404;382;"9, 20, 22, ";"272, 303, 295, 1098, 509, "
405;382;"9, 20, 22, 23, ";"272, 303, 295, 1098, "
406;314;"10, 8, 14, ";"53, 366, "
407;337;"10, 8, 19, ";"53, 369, 291, "
408;347;"10, 8, 20, ";"53, 427, 295, "
409;464;"10, 8, 20, 21, ";"53, 427, 389, "
410;347;"10, 8, 14, 20, ";"53, 366, 339, 295, "
411;464;"10, 8, 14, 20, 21, ";"53, 366, 339, 389, "
412;354;"10, 8, 19, 20, ";"53, 369, 335, "
413;300;"10, 8, 14, "
414;337;"10, 8, 19, ";"291, "
415;347;"10, 8, 19, 20, ";"295, "
416;464;"10, 8, 19, 20, 21, ";"389, "
417;347;"10, 8, 14, 20, ";"339, 295, "
418;464;"10, 8, 14, 20, 21, ";"339, 389, "
419;316;"10, 11, 9, 14, ";"366, "
420;337;"10, 11, 9, 19, ";"369, 291, "
421;347;"10, 11, 9, 20, ";"427, 295, "
422;464;"10, 11, 9, 20, 21, ";"427, 389, "
423;347;"10, 11, 9, 14, 20, ";"366, 339, 295, "
424;464;"10, 11, 9, 14, 20, 21, ";"366, 339, 389, "
425;354;"10, 11, 9, 19, 20, ";"369, 335, "
426;333;"10, 11, 9, 14, ";"236, "
427;337;"10, 11, 9, 19, ";"236, 291, "
428;347;"10, 11, 9, 19, 20, ";"236, 295, "
429;464;"10, 11, 9, 19, 20, 21, ";"236, 389, "
430;347;"10, 11, 9, 14, 20, ";"236, 339, 295, "
431;464;"10, 11, 9, 14, 20, 21, ";"236, 339, 389, "
432;348;"10, 11, 9, 20, ";"303, 295, "
433;464;"10, 11, 9, 20, 21, ";"303, 389, "
434;520;"10, 11, 9, 20, 21, 22, ";"303, 509, "
435;520;"10, 11, 9, 20, 21, 22, 23, ";"303, "
436;316;"11, 9, 14, ";"68, 366, "
437;337;"11, 9, 19, ";"68, 369, 291, "
438;347;"11, 9, 20, ";"68, 427, 295, "
439;464;"11, 9, 20, 21, ";"68, 427, 389, "
440;347;"11, 9, 14, 20, ";"68, 366, 339, 295, "
441;464;"11, 9, 14, 20, 21, ";"68, 366, 339, 389, "
442;354;"11, 9, 19, 20, ";"68, 369, 335, "
443;333;"11, 9, 14, ";"68, 236, "
444;337;"11, 9, 19, ";"68, 236, 291, "
445;347;"11, 9, 19, 20, ";"68, 236, 295, "
446;464;"11, 9, 19, 20, 21, ";"68, 236, 389, "
447;347;"11, 9, 14, 20, ";"68, 236, 339, 295, "
448;464;"11, 9, 14, 20, 21, ";"68, 236, 339, 389, "
449;348;"11, 9, 20, ";"68, 303, 295, "
450;464;"11, 9, 20, 21, ";"68, 303, 389, "
451;520;"11, 9, 20, 21, 22, ";"68, 303, 509, "
452;520;"11, 9, 20, 21, 22, 23, ";"68, 303, "
453;302;"14, 20, 22, ";"366, 339, 295, 1098, 509, "
454;302;"14, 20, 22, 23, ";"366, 339, 295, 1098, "
455;325;"15, 16, 9, 14, ";"366, "
456;346;"15, 16, 9, 19, ";"369, 291, "
457;356;"15, 16, 9, 20, ";"427, 295, "
458;473;"15, 16, 9, 20, 21, ";"427, 389, "
459;356;"15, 16, 9, 14, 20, ";"366, 339, 295, "
460;473;"15, 16, 9, 14, 20, 21, ";"366, 339, 389, "
461;363;"15, 16, 9, 19, 20, ";"369, 335, "
462;342;"15, 16, 9, 14, ";"236, "
463;346;"15, 16, 9, 19, ";"236, 291, "
464;356;"15, 16, 9, 19, 20, ";"236, 295, "
465;473;"15, 16, 9, 19, 20, 21, ";"236, 389, "
466;356;"15, 16, 9, 14, 20, ";"236, 339, 295, "
467;473;"15, 16, 9, 14, 20, 21, ";"236, 339, 389, "
468;357;"15, 16, 9, 20, ";"303, 295, "
469;473;"15, 16, 9, 20, 21, ";"303, 389, "
470;529;"15, 16, 9, 20, 21, 22, ";"303, 509, "
471;529;"15, 16, 9, 20, 21, 22, 23, ";"303, "
472;349;"15, 16, 12, 14, ";"65, 366, "
473;356;"15, 16, 12, 20, ";"65, 427, 295, "
474;473;"15, 16, 12, 20, 21, ";"65, 427, 389, "
475;356;"15, 16, 12, 14, 20, ";"65, 366, 339, 295, "
476;473;"15, 16, 12, 14, 20, 21, ";"65, 366, 339, 389, "
477;529;"15, 16, 12, 21, 22, ";"65, 689, 509, "
478;529;"15, 16, 12, 21, 22, 23, ";"65, 689, "
479;325;"16, 9, 14, ";"85, 366, "
480;346;"16, 9, 19, ";"85, 369, 291, "
481;356;"16, 9, 20, ";"85, 427, 295, "
482;473;"16, 9, 20, 21, ";"85, 427, 389, "
483;356;"16, 9, 14, 20, ";"85, 366, 339, 295, "
